ID;Frame;Framerate
;251;0,0018323
;252;0,0020191
;253;0,0016005
;254;0,0020378
;255;0,0016881
;256;0,0015524
;257;0,0014293
;258;0,0017167
;259;0,0018048
;260;0,0014355
;261;0,0015243
;262;0,0050369
;263;0,0024305
;264;0,0015164
;265;0,0017567
;266;0,0015826
;267;0,0017714
;268;0,0014781
;269;0,001516
;270;0,0031409
;271;0,0015665
;272;0,0015266
;273;0,0016721
;274;0,0015757
;275;0,0015013
;276;0,0014034
;277;0,0016024
;278;0,0017555
;279;0,0018543
;280;0,0015605
;281;0,0019248
;282;0,001821
;283;0,0015284
;284;0,0015789
;285;0,0017357
;286;0,0015913
;287;0,0016346
;288;0,0014437
;289;0,0024862
;290;0,0026343
;291;0,001638
;292;0,0014962
;293;0,001848
;294;0,0015223
;295;0,0014522
;296;0,0014522
;297;0,001647
;298;0,0016564
;299;0,002054
;300;0,0015398
;301;0,001666
;302;0,0016194
;303;0,0015053
;304;0,0014661
;305;0,0014278
;306;0,0022158
;307;0,0014621
;308;0,0014608
;309;0,0021777
;310;0,0016116
;311;0,0014415
;312;0,0014434
;313;0,0013751
;314;0,0017384
;315;0,0015297
;316;0,0014977
;317;0,001496
;318;0,0016252
;319;0,002058
;320;0,0015511
;321;0,0014276
;322;0,0021174
;323;0,0018756
;324;0,0015242
;325;0,0014217
;326;0,0015933
;327;0,0015092
;328;0,0015447
;329;0,0018939
;330;0,0016173
;331;0,0016925
;332;0,0017179
;333;0,0014525
;334;0,0015094
;335;0,0019214
;336;0,0015394
;337;0,0013458
;338;0,0057936
;339;0,0015178
;340;0,0013826
;341;0,0014412
;342;0,0015149
;343;0,0014744
;344;0,0013846
;345;0,0013699
;346;0,0015769
;347;0,0018614
;348;0,0017698
;349;0,0015278
;350;0,0014409
;351;0,0014165
;352;0,0015604
;353;0,0014981
;354;0,001422
;355;0,001389
;356;0,0018997
;357;0,0016847
;358;0,0019898
;359;0,0028634
;360;0,0017872
;361;0,0017111
;362;0,0016481
;363;0,0019228
;364;0,0018716
;365;0,0023226
;366;0,0019444
;367;0,0025956
;368;0,0018386
;369;0,0016577
;370;0,0017138
;371;0,0017901
;372;0,0015872
;373;0,0014614
;374;0,0017678
;375;0,0015537
;376;0,0017924
;377;0,0015707
;378;0,0019668
;379;0,0014924
;380;0,0016493
;381;0,0015789
;382;0,0014052
;383;0,0018598
;384;0,0014842
;385;0,0015847
;386;0,0025081
;387;0,0020028
;388;0,0015224
;389;0,0016163
;390;0,0014247
;391;0,0019874
;392;0,0015476
;393;0,0014838
;394;0,0014382
;395;0,0017549
;396;0,002087
;397;0,0015377
;398;0,0014933
;399;0,0016488
;400;0,0015531
;401;0,001515
;402;0,0015126
;403;0,0016082
;404;0,0017509
;405;0,0014998
;406;0,0022739
;407;0,002169
;408;0,0015197
;409;0,0015697
;410;0,0015445
;411;0,0019703
;412;0,0015402
;413;0,001458
;414;0,0014602
;415;0,001433
;416;0,0021347
;417;0,0016407
;418;0,0015718
;419;0,0014693
;420;0,0017801
;421;0,0014845
;422;0,0017213
;423;0,0014679
;424;0,0024653
;425;0,0015161
;426;0,0019237
;427;0,001641
;428;0,0014826
;429;0,0014456
;430;0,0014424
;431;0,0014019
;432;0,0014106
;433;0,0016065
;434;0,0014136
;435;0,0013492
;436;0,0013239
;437;0,0024465
;438;0,002746
;439;0,0014491
;440;0,0014246
;441;0,0014334
;442;0,00178
;443;0,0013524
;444;0,0015375
;445;0,0013718
;446;0,0017728
;447;0,0019766
;448;0,0013996
;449;0,001289
;450;0,0013941
;451;0,0013797
;452;0,0013972
;453;0,0013065
;454;0,0013168
;455;0,0013118
;456;0,0013759
;457;0,0013329
;458;0,0017679
;459;0,0018567
;460;0,0017101
;461;0,001501
;462;0,0035532
;463;0,0026623
;464;0,0014735
;465;0,0013655
;466;0,00131
;467;0,0018398
;468;0,0016324
;469;0,0013599
;470;0,0012997
;471;0,0013612
;472;0,00171
;473;0,0013546
;474;0,0013524
;475;0,0013684
;476;0,0013204
;477;0,0013951
;478;0,0013913
;479;0,0017644
;480;0,0013437
;481;0,0013383
;482;0,0015603
;483;0,0014136
;484;0,0014485
;485;0,001323
;486;0,0013908
;487;0,0014049
;488;0,0014615
;489;0,0014011
;490;0,0016781
;491;0,0015229
;492;0,0014864
;493;0,0014152
;494;0,0013983
;495;0,0016879
;496;0,0017891
;497;0,001396
;498;0,0013695
;499;0,001471
;500;0,0014573
;501;0,0019567
;502;0,0014645
;503;0,0013517
;504;0,0013572
;505;0,0018852
;506;0,0014103
;507;0,0013695
;508;0,0013929
;509;0,0015024
;510;0,001451
;511;0,0013649
;512;0,0017279
;513;0,0015818
;514;0,0014026
;515;0,0018744
;516;0,0013757
;517;0,0015855
;518;0,0013402
;519;0,0015709
;520;0,0014292
;521;0,00133
;522;0,0013834
;523;0,0015625
;524;0,0016419
;525;0,0014739
;526;0,0013799
;527;0,001428
;528;0,0014597
;529;0,0018256
;530;0,0014486
;531;0,001366
;532;0,0013072
;533;0,001738
;534;0,0017391
;535;0,0017415
;536;0,0014665
;537;0,0017382
;538;0,0014463
;539;0,0014118
;540;0,0015187
;541;0,0015115
;542;0,0019514
;543;0,0014712
;544;0,0014019
;545;0,0016894
;546;0,0016231
;547;0,001411
;548;0,0014639
;549;0,001456
;550;0,0016395
;551;0,0016401
;552;0,0014254
;553;0,0013435
;554;0,0013237
;555;0,0013158
;556;0,0024942
;557;0,0014901
;558;0,0013648
;559;0,0014696
;560;0,0013693
;561;0,0013626
;562;0,0013693
;563;0,0014679
;564;0,0014486
;565;0,0017036
;566;0,0013356
;567;0,0017509
;568;0,0014989
;569;0,0015224
;570;0,0014846
;571;0,0013532
;572;0,0013488
;573;0,0013961
;574;0,0014931
;575;0,0014671
;576;0,0014117
;577;0,0013384
;578;0,0023232
;579;0,0019194
;580;0,0014446
;581;0,0013782
;582;0,0014101
;583;0,0014498
;584;0,0014192
;585;0,0013597
;586;0,0036273
;587;0,0021034
;588;0,0015317
;589;0,0013869
;590;0,0015423
;591;0,001879
;592;0,0014137
;593;0,0013962
;594;0,0014048
;595;0,0014925
;596;0,0013753
;597;0,0012912
;598;0,0014868
;599;0,0018496
;600;0,0014772
;601;0,0013803
;602;0,0014396
;603;0,0013583
;604;0,0014762
;605;0,0017522
;606;0,0014163
;607;0,0013748
;608;0,0013304
;609;0,0013549
;610;0,0022048
;611;0,0014223
;612;0,0013248
;613;0,0014346
;614;0,0014285
;615;0,0013392
;616;0,0012991
;617;0,0013276
;618;0,001381
;619;0,0015222
;620;0,0013869
;621;0,0018859
;622;0,0014598
;623;0,0015289
;624;0,0018109
;625;0,0013771
;626;0,0013681
;627;0,0013906
;628;0,0016923
;629;0,001398
;630;0,0013228
;631;0,0013363
;632;0,0016976
;633;0,0016819
;634;0,0013783
;635;0,001361
;636;0,0013908
;637;0,0015611
;638;0,0013659
;639;0,001305
;640;0,0013688
;641;0,0013923
;642;0,0014291
;643;0,0013656
;644;0,0017436
;645;0,0014062
;646;0,0013596
;647;0,0013431
;648;0,0014013
;649;0,0013902
;650;0,0017531
;651;0,0013758
;652;0,0013223
;653;0,0013413
;654;0,0013845
;655;0,0023202
;656;0,0015167
;657;0,0013519
;658;0,001325
;659;0,001343
;660;0,0013972
;661;0,0014368
;662;0,0014412
;663;0,0013837
;664;0,0013831
;665;0,0017439
;666;0,0018432
;667;0,0014856
;668;0,0012943
;669;0,0014511
;670;0,0014017
;671;0,001398
;672;0,0013496
;673;0,0017205
;674;0,0014145
;675;0,0013638
;676;0,0013137
;677;0,0012822
;678;0,0019835
;679;0,0014916
;680;0,0013558
;681;0,0013347
;682;0,0012889
;683;0,0014263
;684;0,0013701
;685;0,0013099
;686;0,0013157
;687;0,0013258
;688;0,0014236
;689;0,0013475
;690;0,0016654
;691;0,0014301
;692;0,0014147
;693;0,0013955
;694;0,0013387
;695;0,0013297
;696;0,0013494
;697;0,0016426
;698;0,0015171
;699;0,0013928
;700;0,0012965
;701;0,0013459
;702;0,0023602
;703;0,0014869
;704;0,0013956
;705;0,0013465
;706;0,0017832
;707;0,0014016
;708;0,0014255
;709;0,0013844
;710;0,0014353
;711;0,001394
;712;0,0015962
;713;0,0033825
;714;0,0018512
;715;0,0014253
;716;0,0013358
;717;0,0014476
;718;0,00134
;719;0,0013469
;720;0,0013857
;721;0,0013637
;722;0,0016103
;723;0,0019286
;724;0,0017132
;725;0,0013624
;726;0,0013108
;727;0,0013834
;728;0,0017739
;729;0,0014045
;730;0,0013994
;731;0,0013107
;732;0,001297
;733;0,0016573
;734;0,0017051
;735;0,0013957
;736;0,0013404
;737;0,0013235
;738;0,0014188
;739;0,0013474
;740;0,0013195
;741;0,0012665
;742;0,0013378
;743;0,0015004
;744;0,0014225
;745;0,0016197
;746;0,0015044
;747;0,0013443
;748;0,0015342
;749;0,0014022
;750;0,0013016
;751;0,0013452
;752;0,0013372
;753;0,00151
;754;0,0013543
;755;0,0013388
;756;0,0013567
;757;0,0016264
;758;0,0015233
;759;0,0013703
;760;0,0013591
;761;0,0013353
;762;0,0017072
;763;0,0014678
;764;0,0013878
;765;0,0013083
;766;0,0013026
;767;0,001473
;768;0,0013801
;769;0,0016959
;770;0,0014906
;771;0,0013998
;772;0,0016385
;773;0,0013328
;774;0,0012985
;775;0,0013178
;776;0,0014027
;777;0,0016494
;778;0,0014546
;779;0,0013864
;780;0,0016647
;781;0,0015853
;782;0,0014498
;783;0,0013612
;784;0,001405
;785;0,0013363
;786;0,0014104
;787;0,0013878
;788;0,0013453
;789;0,001351
;790;0,0013355
;791;0,0013674
;792;0,0018525
;793;0,0014553
;794;0,0013337
;795;0,0013089
;796;0,0016205
;797;0,0014143
;798;0,0013551
;799;0,001316
;800;0,0013155
;801;0,0016333
;802;0,001396
;803;0,0013349
;804;0,0015647
;805;0,0013593
;806;0,0014394
;807;0,001424
;808;0,0013391
;809;0,0013389
;810;0,0013135
;811;0,0015173
;812;0,0013287
;813;0,0013507
;814;0,0013221
;815;0,0014097
;816;0,0017504
;817;0,0014198
;818;0,0012898
;819;0,0013661
;820;0,0012907
;821;0,0018529
;822;0,0014858
;823;0,0013949
;824;0,0015565
;825;0,002009
;826;0,001658
;827;0,0015775
;828;0,0013909
;829;0,0013224
;830;0,001361
;831;0,0013645
;832;0,0014018
;833;0,0013498
;834;0,00133
;835;0,0014739
;836;0,001371
;837;0,001352
;838;0,0015564
;839;0,0021846
;840;0,0014983
;841;0,0014027
;842;0,0033433
;843;0,0015928
;844;0,001379
;845;0,0013668
;846;0,0016163
;847;0,0014604
;848;0,0021193
;849;0,001403
;850;0,0013808
;851;0,0014793
;852;0,0015546
;853;0,0014948
;854;0,0013678
;855;0,0013876
;856;0,0013075
;857;0,0013613
;858;0,0014181
;859;0,0018879
;860;0,0016777
;861;0,0017806
;862;0,0014077
;863;0,0013785
;864;0,0014304
;865;0,0013124
;866;0,0014236
;867;0,0014654
;868;0,0012905
;869;0,0012453
;870;0,0021167
;871;0,0016129
;872;0,0013256
;873;0,0012901
;874;0,001331
;875;0,0014925
;876;0,0013755
;877;0,0013694
;878;0,0013329
;879;0,0015248
;880;0,0013458
;881;0,0013214
;882;0,0015772
;883;0,0013804
;884;0,0014143
;885;0,0015571
;886;0,0013544
;887;0,001357
;888;0,0013145
;889;0,0013899
;890;0,0014471
;891;0,0013229
;892;0,001352
;893;0,0013599
;894;0,0022658
;895;0,0014632
;896;0,0013258
;897;0,0012633
;898;0,0012394
;899;0,001438
;900;0,0013308
;901;0,0012842
;902;0,0013332
;903;0,001303
;904;0,0014933
;905;0,0015614
;906;0,001546
;907;0,0013573
;908;0,0014164
;909;0,0013986
;910;0,001342
;911;0,0012981
;912;0,0017642
;913;0,0014905
;914;0,0013496
;915;0,0014049
;916;0,001382
;917;0,0020607
;918;0,0014811
;919;0,0013478
;920;0,0013354
;921;0,0014514
;922;0,0017061
;923;0,0013819
;924;0,0013241
;925;0,0012719
;926;0,0013667
;927;0,0017308
;928;0,0017564
;929;0,0014357
;930;0,0014055
;931;0,0014385
;932;0,0013718
;933;0,0013018
;934;0,0013728
;935;0,0013041
;936;0,0015318
;937;0,0013609
;938;0,0013582
;939;0,0013805
;940;0,0017416
;941;0,0015555
;942;0,0014147
;943;0,00136
;944;0,0013398
;945;0,0014477
;946;0,0013859
;947;0,0013361
;948;0,0014178
;949;0,0017386
;950;0,0014203
;951;0,0016675
;952;0,0015843
;953;0,0013647
;954;0,0014971
;955;0,0014696
;956;0,0013658
;957;0,0013444
;958;0,0014658
;959;0,0018045
;960;0,0013314
;961;0,0013744
;962;0,0014522
;963;0,0024295
;964;0,0015216
;965;0,0014114
;966;0,001379
;967;0,001512
;968;0,00164
;969;0,001517
;970;0,0030451
;971;0,0014281
;972;0,0017319
;973;0,0014447
;974;0,0013365
;975;0,0015094
;976;0,0014938
;977;0,0013832
;978;0,0013378
;979;0,001333
;980;0,0014648
;981;0,0014
;982;0,0014754
;983;0,0013764
;984;0,0016009
;985;0,0014758
;986;0,0013457
;987;0,0013412
;988;0,0013234
;989;0,0014189
;990;0,0017536
;991;0,0013438
;992;0,0013225
;993;0,0014424
;994;0,0017823
;995;0,0016711
;996;0,0014796
;997;0,0014211
;998;0,0013332
;999;0,0013683
;1000;0,00138
;1001;0,0015861
;1002;0,0012908
;1003;0,0012648
;1004;0,001419
;1005;0,0013014
;1006;0,0013374
;1007;0,0016122
;1008;0,0014436
;1009;0,0016693
;1010;0,0014669
;1011;0,0013316
;1012;0,0013634
;1013;0,0013886
;1014;0,0013798
;1015;0,0014571
;1016;0,0013234
;1017;0,0012749
;1018;0,0013173
;1019;0,0018217
;1020;0,0013942
;1021;0,0013312
;1022;0,0012982
;1023;0,0014982
;1024;0,0014631
;1025;0,0013474
;1026;0,0013209
;1027;0,0013229
;1028;0,001651
;1029;0,0018954
;1030;0,0021165
;1031;0,0018357
;1032;0,0022449
;1033;0,0014309
;1034;0,0013673
;1035;0,0013811
;1036;0,0015036
;1037;0,0017768
;1038;0,001355
;1039;0,001422
;1040;0,0015847
;1041;0,001591
;1042;0,0013429
;1043;0,0013662
;1044;0,001312
;1045;0,0013343
;1046;0,0017068
;1047;0,0014679
;1048;0,0013405
;1049;0,0013733
;1050;0,0015068
;1051;0,0014547
;1052;0,0017339
;1053;0,0013995
;1054;0,0013067
;1055;0,001402
;1056;0,0013617
;1057;0,0012914
;1058;0,0013036
;1059;0,0013443
;1060;0,0016173
;1061;0,0013873
;1062;0,0013863
;1063;0,0015051
;1064;0,0015671
;1065;0,0014477
;1066;0,0014153
;1067;0,0013705
;1068;0,0019022
;1069;0,0014541
;1070;0,0013329
;1071;0,001283
;1072;0,001322
;1073;0,0014727
;1074;0,0015264
;1075;0,0020181
;1076;0,0014702
;1077;0,0014603
;1078;0,0018472
;1079;0,0014967
;1080;0,0014547
;1081;0,001517
;1082;0,0015156
;1083;0,0015574
;1084;0,0014797
;1085;0,0018893
;1086;0,0020637
;1087;0,0015022
;1088;0,0014761
;1089;0,0014099
;1090;0,0017422
;1091;0,0016119
;1092;0,0013888
;1093;0,0014869
;1094;0,0014837
;1095;0,0026637
;1096;0,0018282
;1097;0,0015065
;1098;0,0016004
;1099;0,0018358
;1100;0,0015356
;1101;0,0037743
;1102;0,0017316
;1103;0,0014549
;1104;0,0021577
;1105;0,0029963
;1106;0,0015686
;1107;0,0014921
;1108;0,0014683
;1109;0,0015933
;1110;0,0018754
;1111;0,0016865
;1112;0,001642
;1113;0,0026729
;1114;0,0016511
;1115;0,0015478
;1116;0,0015674
;1117;0,0020876
;1118;0,0016185
;1119;0,0014738
;1120;0,001521
;1121;0,0015979
;1122;0,0025618
;1123;0,0015564
;1124;0,0015244
;1125;0,0020963
;1126;0,001643
;1127;0,0015164
;1128;0,0015833
;1129;0,0022711
;1130;0,0016282
;1131;0,0014373
;1132;0,0020507
;1133;0,0019387
;1134;0,0015415
;1135;0,0014621
;1136;0,0016007
;1137;0,0016682
;1138;0,0017113
;1139;0,0016509
;1140;0,0014896
;1141;0,0018936
;1142;0,0022403
;1143;0,001603
;1144;0,0014099
;1145;0,0017546
;1146;0,0018318
;1147;0,0016142
;1148;0,0014211
;1149;0,0017778
;1150;0,0018748
;1151;0,0021816
;1152;0,001604
;1153;0,0024756
;1154;0,0018254
;1155;0,0015
;1156;0,0015701
;1157;0,0016679
;1158;0,0018357
;1159;0,0015299
;1160;0,0014178
;1161;0,0031888
;1162;0,0018544
;1163;0,0015498
;1164;0,0014623
;1165;0,002224
;1166;0,0017668
;1167;0,0015511
;1168;0,0014836
;1169;0,0037995
;1170;0,0016815
;1171;0,0014601
;1172;0,0015264
;1173;0,0030743
;1174;0,0016147
;1175;0,001481
;1176;0,0014333
;1177;0,0027401
;1178;0,0020237
;1179;0,0015939
;1180;0,0015698
;1181;0,0022373
;1182;0,0021331
;1183;0,0015106
;1184;0,0014726
;1185;0,0015117
;1186;0,0015792
;1187;0,002008
;1188;0,0015257
;1189;0,001544
;1190;0,0022508
;1191;0,0016727
;1192;0,0014098
;1193;0,0016127
;1194;0,0019309
;1195;0,0015826
;1196;0,0014468
;1197;0,0019397
;1198;0,0017344
;1199;0,001473
;1200;0,0014807
;1201;0,0015158
;1202;0,0014457
;1203;0,0016385
;1204;0,0016252
;1205;0,0014536
;1206;0,0014182
;1207;0,0028677
;1208;0,0016145
;1209;0,0013721
;1210;0,0014978
;1211;0,0016174
;1212;0,0016265
;1213;0,001502
;1214;0,0015216
;1215;0,0014482
;1216;0,0018261
;1217;0,0018878
;1218;0,0015301
;1219;0,0018106
;1220;0,0017808
;1221;0,0013793
;1222;0,0014243
;1223;0,0014655
;1224;0,0014628
;1225;0,0015551
;1226;0,0013397
;1227;0,0014737
;1228;0,0025696
;1229;0,0018251
;1230;0,0032736
;1231;0,0016322
;1232;0,001637
;1233;0,0015771
;1234;0,0014174
;1235;0,0015258
;1236;0,0013942
;1237;0,0019512
;1238;0,0015377
;1239;0,0014218
;1240;0,0017094
;1241;0,0014947
;1242;0,0013932
;1243;0,0014485
;1244;0,0013679
;1245;0,0016472
;1246;0,0014618
;1247;0,0014199
;1248;0,0018485
;1249;0,0017394
;1250;0,0018196
;1251;0,0014588
;1252;0,0014183
;1253;0,0014188
;1254;0,0015069
;1255;0,0014703
;1256;0,0013722
;1257;0,0014058
;1258;0,0016579
;1259;0,0023351
;1260;0,0014089
;1261;0,0014169
;1262;0,0013622
;1263;0,0016609
;1264;0,001396
;1265;0,0013493
;1266;0,0013875
;1267;0,0015174
;1268;0,0014943
;1269;0,0014717
;1270;0,0019358
;1271;0,0015773
;1272;0,0014708
;1273;0,0013547
;1274;0,0014749
;1275;0,0013511
;1276;0,0014582
;1277;0,0015159
;1278;0,0015715
;1279;0,0014224
;1280;0,0013722
;1281;0,0022615
;1282;0,0018043
;1283;0,0013802
;1284;0,0014015
;1285;0,0013094
;1286;0,0015324
;1287;0,0013531
;1288;0,0014795
;1289;0,00131
;1290;0,0014821
;1291;0,002388
;1292;0,0015844
;1293;0,0014327
;1294;0,0014075
;1295;0,0015982
;1296;0,001401
;1297;0,0012834
;1298;0,0012302
;1299;0,0013635
;1300;0,0015374
;1301;0,0014688
;1302;0,0013787
;1303;0,0018183
;1304;0,0020962
;1305;0,001418
;1306;0,0014728
;1307;0,0013739
;1308;0,0014656
;1309;0,0015091
;1310;0,0014402
;1311;0,0014145
;1312;0,0013976
;1313;0,0014393
;1314;0,0019826
;1315;0,0014315
;1316;0,0015551
;1317;0,0014435
;1318;0,0022756
;1319;0,0015874
;1320;0,0014031
;1321;0,001326
;1322;0,0013068
;1323;0,0017904
;1324;0,0019096
;1325;0,0014299
;1326;0,0013082
;1327;0,0014106
;1328;0,001738
;1329;0,0013881
;1330;0,0013653
;1331;0,0013619
;1332;0,0018083
;1333;0,0014958
;1334;0,0015684
;1335;0,001865
;1336;0,0014305
;1337;0,0017489
;1338;0,0014425
;1339;0,0013666
;1340;0,0013455
;1341;0,0016721
;1342;0,0016619
;1343;0,0013589
;1344;0,0013714
;1345;0,0013315
;1346;0,0019029
;1347;0,001434
;1348;0,001309
;1349;0,0013467
;1350;0,0015719
;1351;0,0017769
;1352;0,0013625
;1353;0,0013102
;1354;0,0013852
;1355;0,0018511
;1356;0,0015236
;1357;0,0018118
;1358;0,0014821
;1359;0,0014489
;1360;0,0017323
;1361;0,0032523
;1362;0,0013857
;1363;0,0013973
;1364;0,0013153
;1365;0,0013103
;1366;0,001392
;1367;0,0023378
;1368;0,001489
;1369;0,0013552
;1370;0,0013952
;1371;0,0014921
;1372;0,0019143
;1373;0,001378
;1374;0,0013844
;1375;0,0013414
;1376;0,0017186
;1377;0,0014832
;1378;0,0017374
;1379;0,0014023
;1380;0,0013081
;1381;0,0013689
;1382;0,0014429
;1383;0,0014143
;1384;0,0013392
;1385;0,0013262
;1386;0,001404
;1387;0,0013697
;1388;0,0013662
;1389;0,0015665
;1390;0,0016852
;1391;0,0014033
;1392;0,0014173
;1393;0,0013662
;1394;0,001416
;1395;0,0014053
;1396;0,0013893
;1397;0,0014966
;1398;0,0013672
;1399;0,0013951
;1400;0,0013983
;1401;0,0017735
;1402;0,001496
;1403;0,0014005
;1404;0,0017085
;1405;0,0018582
;1406;0,0013772
;1407;0,0013797
;1408;0,0013504
;1409;0,0015225
;1410;0,0013064
;1411;0,0013334
;1412;0,0015494
;1413;0,0017597
;1414;0,0017094
;1415;0,0013944
;1416;0,0013269
;1417;0,0013992
;1418;0,0017154
;1419;0,0013869
;1420;0,0013371
;1421;0,0014169
;1422;0,001362
;1423;0,0024534
;1424;0,0015387
;1425;0,0014245
;1426;0,0013016
;1427;0,001687
;1428;0,0013922
;1429;0,0013738
;1430;0,001324
;1431;0,0013199
;1432;0,0015696
;1433;0,0014379
;1434;0,0017302
;1435;0,0014661
;1436;0,0013646
;1437;0,0014225
;1438;0,0013598
;1439;0,0013002
;1440;0,0013336
;1441;0,0013234
;1442;0,0016198
;1443;0,0013876
;1444;0,0013032
;1445;0,0012896
;1446;0,0015878
;1447;0,0016454
;1448;0,0013753
;1449;0,0013339
;1450;0,0013059
;1451;0,0012854
;1452;0,0014269
;1453;0,0014062
;1454;0,00132
;1455;0,0013207
;1456;0,0013248
;1457;0,0014581
;1458;0,0017131
;1459;0,0015465
;1460;0,0014098
;1461;0,0015623
;1462;0,0018179
;1463;0,0013855
;1464;0,0013278
;1465;0,0013662
;1466;0,0021162
;1467;0,0015385
;1468;0,0013545
;1469;0,0017532
;1470;0,0017802
;1471;0,0013589
;1472;0,001288
;1473;0,0013198
;1474;0,0013715
;1475;0,0016551
;1476;0,0019189
;1477;0,0013767
;1478;0,0013461
;1479;0,0013382
;1480;0,0025516
;1481;0,0014051
;1482;0,0013277
;1483;0,0013259
;1484;0,0013033
;1485;0,0013928
;1486;0,0014034
;1487;0,0013854
;1488;0,0013664
;1489;0,0015408
;1490;0,0013823
;1491;0,0017311
;1492;0,0014186
;1493;0,0012655
;1494;0,0032936
;1495;0,0014366
;1496;0,0013099
;1497;0,0015205
;1498;0,0013851
;1499;0,0013567
;1500;0,0013608
;1501;0,0014983
;1502;0,0014539
;1503;0,0013499
;1504;0,001364
;1505;0,0012441
;1506;0,001312
;1507;0,0014389
;1508;0,0013692
;1509;0,0014474
;1510;0,001367
;1511;0,0013433
;1512;0,0014009
