ID;Frame;Framerate
;2924;0,0013807
;2925;0,0013524
;2926;0,0013668
;2927;0,001646
;2928;0,001439
;2929;0,0020067
;2930;0,0015159
;2931;0,0019317
;2932;0,0014839
;2933;0,0015302
;2934;0,0014808
;2935;0,0025657
;2936;0,0019319
;2937;0,0014611
;2938;0,0018837
;2939;0,0020292
;2940;0,0016463
;2941;0,0014163
;2942;0,0014072
;2943;0,00155
;2944;0,0015271
;2945;0,001427
;2946;0,001634
;2947;0,0014769
;2948;0,0018126
;2949;0,0020803
;2950;0,0015644
;2951;0,0016068
;2952;0,0017842
;2953;0,001516
;2954;0,0018414
;2955;0,0017528
;2956;0,0016607
;2957;0,0014937
;2958;0,0023959
;2959;0,0024493
;2960;0,0015714
;2961;0,0014406
;2962;0,0015087
;2963;0,0023981
;2964;0,0016433
;2965;0,0014969
;2966;0,0015888
;2967;0,0027622
;2968;0,0016241
;2969;0,0016203
;2970;0,0014314
;2971;0,0017286
;2972;0,0014334
;2973;0,0015418
;2974;0,0016194
;2975;0,0019317
;2976;0,0018253
;2977;0,0025616
;2978;0,0015326
;2979;0,001633
;2980;0,0017163
;2981;0,0014767
;2982;0,0015462
;2983;0,0021097
;2984;0,0016654
;2985;0,0013732
;2986;0,0013777
;2987;0,002271
;2988;0,0017184
;2989;0,0014817
;2990;0,0014475
;2991;0,0019866
;2992;0,0017179
;2993;0,0015609
;2994;0,0014292
;2995;0,001427
;2996;0,0016437
;2997;0,0019553
;2998;0,0016721
;2999;0,0015117
;3000;0,0018571
;3001;0,0016065
;3002;0,0014266
;3003;0,001544
;3004;0,0023959
;3005;0,001642
;3006;0,0014775
;3007;0,0019904
;3008;0,0018254
;3009;0,0016219
;3010;0,0014239
;3011;0,0014664
;3012;0,0017218
;3013;0,0017281
;3014;0,0014079
;3015;0,0015587
;3016;0,0014624
;3017;0,0023124
;3018;0,001548
;3019;0,0015961
;3020;0,0014647
;3021;0,0018291
;3022;0,0014969
;3023;0,0013658
;3024;0,00134
;3025;0,0020245
;3026;0,0017498
;3027;0,0019107
;3028;0,0016033
;3029;0,0022796
;3030;0,0038975
;3031;0,0014899
;3032;0,0019883
;3033;0,0015298
;3034;0,0015016
;3035;0,0020126
;3036;0,0020388
;3037;0,0015708
;3038;0,0014764
;3039;0,0014897
;3040;0,0022553
;3041;0,0015722
;3042;0,0014519
;3043;0,0015404
;3044;0,0034573
;3045;0,0016581
;3046;0,0014574
;3047;0,0013712
;3048;0,0022869
;3049;0,0013993
;3050;0,0015457
;3051;0,0014137
;3052;0,0016633
;3053;0,0017063
;3054;0,0019616
;3055;0,0015347
;3056;0,0017285
;3057;0,0018926
;3058;0,0014669
;3059;0,0014925
;3060;0,0016328
;3061;0,0015958
;3062;0,0014858
;3063;0,0014189
;3064;0,0015131
;3065;0,0027011
;3066;0,0015495
;3067;0,0015409
;3068;0,0014653
;3069;0,0024428
;3070;0,0016014
;3071;0,0016118
;3072;0,0016016
;3073;0,0017919
;3074;0,0025564
;3075;0,0015259
;3076;0,0015026
;3077;0,0016582
;3078;0,001825
;3079;0,0015572
;3080;0,001491
;3081;0,0018319
;3082;0,0020394
;3083;0,0018261
;3084;0,0017142
;3085;0,0015645
;3086;0,0017621
;3087;0,0014158
;3088;0,0016133
;3089;0,0014839
;3090;0,0020258
;3091;0,0014995
;3092;0,0013549
;3093;0,0013741
;3094;0,0021109
;3095;0,00187
;3096;0,0015734
;3097;0,0013866
;3098;0,0014433
;3099;0,001942
;3100;0,0014792
;3101;0,0016289
;3102;0,0014211
;3103;0,0014952
;3104;0,0023969
;3105;0,0024033
;3106;0,0014077
;3107;0,0017375
;3108;0,0016708
;3109;0,0013984
;3110;0,0014789
;3111;0,0018692
;3112;0,0013365
;3113;0,001483
;3114;0,0018744
;3115;0,0031286
;3116;0,0015706
;3117;0,0015111
;3118;0,0013759
;3119;0,0025316
;3120;0,0014876
;3121;0,0016209
;3122;0,0014479
;3123;0,0023796
;3124;0,0022925
;3125;0,0015484
;3126;0,0016302
;3127;0,0016177
;3128;0,0016136
;3129;0,0014466
;3130;0,0014119
;3131;0,0019225
;3132;0,0020568
;3133;0,0015928
;3134;0,0018921
;3135;0,0017945
;3136;0,0014341
;3137;0,0013901
;3138;0,0014986
;3139;0,0016126
;3140;0,0014309
;3141;0,0014276
;3142;0,0019181
;3143;0,0023127
;3144;0,0014844
;3145;0,0014993
;3146;0,001501
;3147;0,0015416
;3148;0,0018519
;3149;0,0015074
;3150;0,0013841
;3151;0,0015642
;3152;0,0016098
;3153;0,0018629
;3154;0,0034702
;3155;0,0017814
;3156;0,0013741
;3157;0,0013709
;3158;0,0014077
;3159;0,0015669
;3160;0,0015982
;3161;0,0014572
;3162;0,0018719
;3163;0,0016285
;3164;0,001582
;3165;0,0014592
;3166;0,001445
;3167;0,0014565
;3168;0,0015178
;3169;0,0013965
;3170;0,0014536
;3171;0,0013929
;3172;0,0013777
;3173;0,0020344
;3174;0,0018802
;3175;0,0014707
;3176;0,0015295
;3177;0,001549
;3178;0,0018984
;3179;0,0013647
;3180;0,0013259
;3181;0,0013694
;3182;0,0019321
;3183;0,0019006
;3184;0,0015477
;3185;0,0014026
;3186;0,0020006
;3187;0,0014686
;3188;0,0013787
;3189;0,0013312
;3190;0,0013095
;3191;0,001583
;3192;0,0014488
;3193;0,0013939
;3194;0,0016919
;3195;0,0018557
;3196;0,0014523
;3197;0,0013427
;3198;0,0013288
;3199;0,0015906
;3200;0,0015931
;3201;0,0014412
;3202;0,0013844
;3203;0,0014103
;3204;0,0013891
;3205;0,0019098
;3206;0,0015223
;3207;0,00141
;3208;0,0013764
;3209;0,0014853
;3210;0,0014108
;3211;0,0014399
;3212;0,001393
;3213;0,0013773
;3214;0,0014268
;3215;0,0013373
;3216;0,0014271
;3217;0,0017712
;3218;0,0014903
;3219;0,0013473
;3220;0,0014787
;3221;0,0013586
;3222;0,0015488
;3223;0,0013163
;3224;0,0012791
;3225;0,0013812
;3226;0,0013551
;3227;0,0016603
;3228;0,0016602
;3229;0,001547
;3230;0,0013729
;3231;0,0014001
;3232;0,0014207
;3233;0,0013292
;3234;0,0014054
;3235;0,0013556
;3236;0,0016015
;3237;0,0017451
;3238;0,0013512
;3239;0,001427
;3240;0,0016849
;3241;0,0019309
;3242;0,001523
;3243;0,0015526
;3244;0,0018918
;3245;0,0019888
;3246;0,0015702
;3247;0,0015057
;3248;0,0015537
;3249;0,0016443
;3250;0,0019925
;3251;0,0015638
;3252;0,0014364
;3253;0,001871
;3254;0,0018502
;3255;0,0014284
;3256;0,001358
;3257;0,0015614
;3258;0,0016841
;3259;0,001598
;3260;0,0023525
;3261;0,0015092
;3262;0,0014762
;3263;0,0015101
;3264;0,0014491
;3265;0,0014948
;3266;0,0015299
;3267;0,0017835
;3268;0,0014292
;3269;0,0014503
;3270;0,0019235
;3271;0,0016515
;3272;0,0015495
;3273;0,0014556
;3274;0,0014953
;3275;0,0020322
;3276;0,001661
;3277;0,0014645
;3278;0,0014199
;3279;0,0016578
;3280;0,0024053
;3281;0,0015691
;3282;0,0039444
;3283;0,0015747
;3284;0,0013331
;3285;0,0013592
;3286;0,0017477
;3287;0,0018901
;3288;0,0013419
;3289;0,0019076
;3290;0,0027772
;3291;0,0014987
;3292;0,0014062
;3293;0,0013953
;3294;0,0019033
;3295;0,0018975
;3296;0,0015435
;3297;0,0013562
;3298;0,0013257
;3299;0,0019057
;3300;0,0023425
;3301;0,0014263
;3302;0,0018062
;3303;0,0025587
;3304;0,0013876
;3305;0,0014904
;3306;0,0014657
;3307;0,0013918
;3308;0,0013615
;3309;0,0018984
;3310;0,0014329
;3311;0,0020848
;3312;0,0014521
;3313;0,0013926
;3314;0,0013132
;3315;0,001353
;3316;0,0015735
;3317;0,0013872
;3318;0,0013798
;3319;0,001289
;3320;0,0022442
;3321;0,0016229
;3322;0,0013289
;3323;0,0012636
;3324;0,0013038
;3325;0,0017931
;3326;0,0014782
;3327;0,0014394
;3328;0,0012645
;3329;0,0012998
;3330;0,0017064
;3331;0,0019822
;3332;0,0014374
;3333;0,0013716
;3334;0,0019213
;3335;0,00141
;3336;0,0013277
;3337;0,0013584
;3338;0,001313
;3339;0,0015483
;3340;0,0013899
;3341;0,0012936
;3342;0,0017316
;3343;0,0014244
;3344;0,001357
;3345;0,0013786
;3346;0,0013603
;3347;0,0014569
;3348;0,0016055
;3349;0,0013494
;3350;0,0013289
;3351;0,0014395
;3352;0,0014484
;3353;0,0016146
;3354;0,0018374
;3355;0,0014123
;3356;0,0013993
;3357;0,0013742
;3358;0,0017697
;3359;0,0013849
;3360;0,0013368
;3361;0,0012567
;3362;0,0012592
;3363;0,0016424
;3364;0,0013288
;3365;0,0016095
;3366;0,0015016
;3367;0,0017351
;3368;0,0013202
;3369;0,0013758
;3370;0,0013154
;3371;0,0013308
;3372;0,0014144
;3373;0,0013831
;3374;0,00131
;3375;0,001314
;3376;0,0013742
;3377;0,0021813
;3378;0,0014261
;3379;0,0013558
;3380;0,0012939
;3381;0,0012477
;3382;0,0014876
;3383;0,0014818
;3384;0,0013868
;3385;0,001338
;3386;0,0014457
;3387;0,0016284
;3388;0,0016816
;3389;0,0015118
;3390;0,0014922
;3391;0,0016164
;3392;0,001398
;3393;0,0013341
;3394;0,0013395
;3395;0,0014788
;3396;0,001631
;3397;0,001271
;3398;0,0014141
;3399;0,0020198
;3400;0,0017838
;3401;0,00127
;3402;0,0012486
;3403;0,0013354
;3404;0,0014905
;3405;0,0014448
;3406;0,0014309
;3407;0,001463
;3408;0,0013463
;3409;0,0039727
;3410;0,001502
;3411;0,0017663
;3412;0,0015625
;3413;0,0013565
;3414;0,001431
;3415;0,0013458
;3416;0,0013822
;3417;0,0013322
;3418;0,0013141
;3419;0,0014157
;3420;0,0023669
;3421;0,0015507
;3422;0,001295
;3423;0,0013954
;3424;0,0014353
;3425;0,0013226
;3426;0,0013128
;3427;0,0013866
;3428;0,0012996
;3429;0,0012795
;3430;0,001364
;3431;0,0013606
;3432;0,0017165
;3433;0,0014146
;3434;0,0014572
;3435;0,0013886
;3436;0,0013476
;3437;0,0014319
;3438;0,0013659
;3439;0,0014147
;3440;0,0013861
;3441;0,0013127
;3442;0,0013846
;3443;0,001406
;3444;0,0020308
;3445;0,001825
;3446;0,0014716
;3447;0,0013243
;3448;0,0013211
;3449;0,001407
;3450;0,0013798
;3451;0,0012917
;3452;0,0013149
;3453;0,0013524
;3454;0,0016968
;3455;0,0016887
;3456;0,0014236
;3457;0,0013233
;3458;0,0014188
;3459;0,0014823
;3460;0,0013865
;3461;0,0013178
;3462;0,001286
;3463;0,001828
;3464;0,0015271
;3465;0,0015347
;3466;0,0225184
;3467;0,001766
;3468;0,0013677
;3469;0,0013387
;3470;0,001395
;3471;0,0013989
;3472;0,0013002
;3473;0,0013164
;3474;0,0014208
;3475;0,0060809
;3476;0,0022224
;3477;0,0014776
;3478;0,0014524
;3479;0,0014062
;3480;0,0013438
;3481;0,0017676
;3482;0,001615
;3483;0,0015945
;3484;0,0013976
;3485;0,001317
;3486;0,0015258
;3487;0,0014629
;3488;0,0013811
;3489;0,0013021
;3490;0,0012943
;3491;0,0015275
;3492;0,0013951
;3493;0,0013664
;3494;0,0014638
;3495;0,0015099
;3496;0,0017332
;3497;0,0013902
;3498;0,0013527
;3499;0,0013065
;3500;0,001355
;3501;0,0017172
;3502;0,001311
;3503;0,001278
;3504;0,0013456
;3505;0,00135
;3506;0,0019468
;3507;0,0014353
;3508;0,0013767
;3509;0,0013378
;3510;0,0014704
;3511;0,0014308
;3512;0,0012883
;3513;0,0013506
;3514;0,0013382
;3515;0,0017154
;3516;0,0013663
;3517;0,0014896
;3518;0,0015213
;3519;0,0014109
;3520;0,0015588
;3521;0,0014864
;3522;0,0013856
;3523;0,0012885
;3524;0,0014411
;3525;0,0015747
;3526;0,0013893
;3527;0,0013143
;3528;0,0055109
